Date,Cases_Mean,Cases_LB,Cases_UB,Deaths_Mean,Deaths_LB,Deaths_UB,hospitalized_best,hospitalized_mean,hospitalized_worst,ICU_best,ICU_mean,ICU_worst,total_beds,regular_bed_supply_best,regular_bed_supply_mean,regular_bed_supply_worst,total_ICU_beds,ICU_bed_supply_best,ICU_bed_supply_mean,ICU_bed_supply_worst,patient_vent_lb,patient_vent_mean,patient_vent_ub,total_vents,open_vents_lb,open_vents_mean,open_vents_ub,med_tech,med_tech_active,med_tech_supply,med_tech_demand,nurse,nurse_active,nurse_supply,nurse_demand,phys,phys_active,phys_supply,phys_demand,resp,resp_active,resp_supply,resp_demand
2020-04-20,973975,738875,1218739,14648,12244,16892,204534.75,253233.5,301932.25,48698.75,82787.875,116877,9024.4,-195510.35,-244209.1,-292907.85,1085,-47613.75,-81702.875,-115792,13246.06,38082.4225,57951.5125,2325,-10921.06,-35757.4225,-55626.5125,0,,,,0,,,,10703,3820.971,,12338,0,,,
2020-04-21,1136880,876022,1420267,18035,15280,20665,238744.8,295588.8,352432.8,56844,96634.8,136425.6,9024.4,-229720.4,-286564.4,-343408.4,1085,-55759,-95549.8,-135340.6,15461.568,44452.008,67644.36,2325,-13136.568,-42127.008,-65319.36,0,,,,0,,,,10703,3820.971,,14401,0,,,
2020-04-22,1304495,1024874,1630767,21960,18858,25137,273943.95,339168.7,404393.45,65224.75,110882.075,156539.4,9024.4,-264919.55,-330144.3,-395369.05,1085,-64139.75,-109797.075,-155454.4,17741.132,51005.7545,77617.4525,2325,-15416.132,-48680.7545,-75292.4525,0,,,,0,,,,10703,3820.971,,16524,0,,,
2020-04-23,1471689,1178398,1842722,26431,22958,30258,309054.69,382639.14,456223.59,73584.45,125093.565,176602.68,9024.4,-300030.29,-373614.74,-447199.19,1085,-72499.45,-124008.565,-175517.68,20014.9704,57543.0399,87565.4955,2325,-17689.9704,-55218.0399,-85240.4955,0,,,,0,,,,10703,3820.971,,18642,0,,,
2020-04-24,1633557,1332890,2050292,31439,27213,36200,343046.97,424724.82,506402.67,81677.85,138852.345,196026.84,9024.4,-334022.57,-415700.42,-497378.27,1085,-80592.85,-137767.345,-194941.84,22216.3752,63872.0787,97196.6415,2325,-19891.3752,-61547.0787,-94871.6415,0,,,,0,,,,10703,3820.971,,20692,0,,,
2020-04-25,1785936,1454010,2243442,36963,31965,42852,375046.56,464343.36,553640.16,89296.8,151804.56,214312.32,9024.4,-366022.16,-455318.96,-544615.76,1085,-88211.8,-150719.56,-213227.32,24288.7296,69830.0976,106263.192,2325,-21963.7296,-67505.0976,-103938.192,0,,,,0,,,,10703,3820.971,,22622,0,,,
2020-04-26,1925725,1553311,2416679,42965,36634,50083,404402.25,500688.5,596974.75,96286.25,163686.625,231087,9024.4,-395377.85,-491664.1,-587950.35,1085,-95201.25,-162601.625,-230002,26189.86,75295.8475,114580.6375,2325,-23864.86,-72970.8475,-112255.6375,0,,,,0,,,,10703,3820.971,,24393,0,,,
2020-04-27,2050963,1626211,2584455,49403,41563,57948,430702.23,533250.38,635798.53,102548.15,174331.855,246115.56,9024.4,-421677.83,-524225.98,-626774.13,1085,-101463.15,-173246.855,-245030.56,27893.0968,80192.6533,122032.2985,2325,-25568.0968,-77867.6533,-119707.2985,0,,,,0,,,,10703,3820.971,,25979,0,,,
2020-04-28,2160720,1676230,2731048,56226,46414,66497,453751.2,561787.2,669823.2,108036,183661.2,259286.4,9024.4,-444726.8,-552762.8,-660798.8,1085,-106951,-182576.2,-258201.4,29385.792,84484.152,128562.84,2325,-27060.792,-82159.152,-126237.84,0,,,,0,,,,10703,3820.971,,27370,0,,,
2020-04-29,2254890,1704968,2850461,63386,51443,75301,473526.9,586271.4,699015.9,112744.5,191665.65,270586.8,9024.4,-464502.5,-577247,-689991.5,1085,-111659.5,-190580.65,-269501.8,30666.504,88166.199,134165.955,2325,-28341.504,-85841.199,-131840.955,0,,,,0,,,,10703,3820.971,,28562,0,,,
2020-04-30,2333941,1716687,2962417,70831,56398,84940,490127.61,606824.66,723521.71,116697.05,198384.985,280072.92,9024.4,-481103.21,-597800.26,-714497.31,1085,-115612.05,-197299.985,-278987.92,31741.5976,91257.0931,138869.4895,2325,-29416.5976,-88932.0931,-136544.4895,0,,,,0,,,,10703,3820.971,,29564,0,,,
2020-05-01,2398705,1712493,3055644,78513,61650,94728,503728.05,623663.3,743598.55,119935.25,203889.925,287844.6,9024.4,-494703.65,-614638.9,-734574.15,1085,-118850.25,-202804.925,-286759.6,32622.388,93789.3655,142722.9475,2325,-30297.388,-91464.3655,-140397.9475,0,,,,0,,,,10703,3820.971,,30384,0,,,
2020-05-02,2450210,1685663,3139177,86387,66620,104986,514544.1,637054.6,759565.1,122510.5,208267.85,294025.2,9024.4,-505519.7,-628030.2,-750540.7,1085,-121425.5,-207182.85,-292940.2,33322.856,95803.211,145787.495,2325,-30997.856,-93478.211,-143462.495,0,,,,0,,,,10703,3820.971,,31036,0,,,
2020-05-03,2489560,1650209,3204995,94411,71627,115721,522807.6,647285.6,771763.6,124478,211612.6,298747.2,9024.4,-513783.2,-638261.2,-762739.2,1085,-123393,-210527.6,-297662.2,33858.016,97341.796,148128.82,2325,-31533.016,-95016.796,-145803.82,0,,,,0,,,,10703,3820.971,,31535,0,,,
2020-05-04,2517860,1607819,3255654,102547,75985,126617,528750.6,654643.6,780536.6,125893,214018.1,302143.2,9024.4,-519726.2,-645619.2,-771512.2,1085,-124808,-212933.1,-301058.2,34242.896,98448.326,149812.67,2325,-31917.896,-96123.326,-147487.67,0,,,,0,,,,10703,3820.971,,31893,0,,,
2020-05-05,2536181,1559989,3295063,110761,80226,137701,532598.01,659407.06,786216.11,126809.05,215575.385,304341.72,9024.4,-523573.61,-650382.66,-777191.71,1085,-125724.05,-214490.385,-303256.72,34492.0616,99164.6771,150902.7695,2325,-32167.0616,-96839.6771,-148577.7695,0,,,,0,,,,10703,3820.971,,32125,0,,,
2020-05-06,2545530,1508023,3328273,119021,84362,149424,534561.3,661837.8,789114.3,127276.5,216370.05,305463.6,9024.4,-525536.9,-652813.4,-780089.9,1085,-126191.5,-215285.05,-304378.6,34619.208,99530.223,151459.035,2325,-32294.208,-97205.223,-149134.035,0,,,,0,,,,10703,3820.971,,32244,0,,,
2020-05-07,2546844,1453055,3346395,127300,88661,161141,534837.24,662179.44,789521.64,127342.2,216481.74,305621.28,9024.4,-525812.84,-653155.04,-780497.24,1085,-126257.2,-215396.74,-304536.28,34637.0784,99581.6004,151537.218,2325,-32312.0784,-97256.6004,-149212.218,0,,,,0,,,,10703,3820.971,,32261,0,,,
2020-05-08,2540989,1396149,3356091,135572,92495,172952,533607.69,660657.14,787706.59,127049.45,215984.065,304918.68,9024.4,-524583.29,-651632.74,-778682.19,1085,-125964.45,-214899.065,-303833.68,34557.4504,99352.6699,151188.8455,2325,-32232.4504,-97027.6699,-148863.8455,0,,,,0,,,,10703,3820.971,,32186,0,,,
2020-05-09,2528759,1338686,3358523,143816,96199,184712,531039.39,657477.34,783915.29,126437.95,214944.515,303451.08,9024.4,-522014.99,-648452.94,-774890.89,1085,-125352.95,-213859.515,-302366.08,34391.1224,98874.4769,150461.1605,2325,-32066.1224,-96549.4769,-148136.1605,0,,,,0,,,,10703,3820.971,,32031,0,,,
2020-05-10,2510880,1283139,3352953,152011,99808,196497,527284.8,652828.8,778372.8,125544,213424.8,301305.6,9024.4,-518260.4,-643804.4,-769348.4,1085,-124459,-212339.8,-300220.6,34147.968,98175.408,149397.36,2325,-31822.968,-95850.408,-147072.36,0,,,,0,,,,10703,3820.971,,31805,0,,,
2020-05-11,2488016,1229067,3336230,160141,103422,208173,522483.36,646884.16,771284.96,124400.8,211481.36,298561.92,9024.4,-513458.96,-637859.76,-762260.56,1085,-123315.8,-210396.36,-297476.92,33837.0176,97281.4256,148036.952,2325,-31512.0176,-94956.4256,-145711.952,0,,,,0,,,,10703,3820.971,,31515,0,,,
2020-05-12,2460772,1175218,3321244,168189,106882,219811,516762.12,639800.72,762839.32,123038.6,209165.62,295292.64,9024.4,-507737.72,-630776.32,-753814.92,1085,-121953.6,-208080.62,-294207.64,33466.4992,96216.1852,146415.934,2325,-31141.4992,-93891.1852,-144090.934,0,,,,0,,,,10703,3820.971,,31170,0,,,
2020-05-13,2429700,1121894,3300176,176143,110187,231752,510237,631722,753207,121485,206524.5,291564,9024.4,-501212.6,-622697.6,-744182.6,1085,-120400,-205439.5,-290479,33043.92,95001.27,144567.15,2325,-30718.92,-92676.27,-142242.15,0,,,,0,,,,10703,3820.971,,30777,0,,,
2020-05-14,2395301,1069459,3273053,183990,113340,243381,503013.21,622778.26,742543.31,119765.05,203600.585,287436.12,9024.4,-493988.81,-613753.86,-733518.91,1085,-118680.05,-202515.585,-286351.12,32576.0936,93656.2691,142520.4095,2325,-30251.0936,-91331.2691,-140195.4095,0,,,,0,,,,10703,3820.971,,30341,0,,,
2020-05-15,2358031,1018088,3244389,191720,116344,254981,495186.51,613088.06,730989.61,117901.55,200432.635,282963.72,9024.4,-486162.11,-604063.66,-721965.21,1085,-116816.55,-199347.635,-281878.72,32069.2216,92199.0121,140302.8445,2325,-29744.2216,-89874.0121,-137977.8445,0,,,,0,,,,10703,3820.971,,29869,0,,,
2020-05-16,2318304,967990,3210846,199325,119184,266368,486843.84,602759.04,718674.24,115915.2,197055.84,278196.48,9024.4,-477819.44,-593734.64,-709649.84,1085,-114830.2,-195970.84,-277111.48,31528.9344,90645.6864,137939.088,2325,-29203.9344,-88320.6864,-135614.088,0,,,,0,,,,10703,3820.971,,29366,0,,,
2020-05-17,2276497,921553,3168404,206798,121722,277688,478064.37,591889.22,705714.07,113824.85,193502.245,273179.64,9024.4,-469039.97,-582864.82,-696689.67,1085,-112739.85,-192417.245,-272094.64,30960.3592,89011.0327,135451.5715,2325,-28635.3592,-86686.0327,-133126.5715,0,,,,0,,,,10703,3820.971,,28836,0,,,
2020-05-18,2232949,876711,3123354,214131,124126,288872,468919.29,580566.74,692214.19,111647.45,189800.665,267953.88,9024.4,-459894.89,-571542.34,-683189.79,1085,-110562.45,-188715.665,-266868.88,30368.1064,87308.3059,132860.4655,2325,-28043.1064,-84983.3059,-130535.4655,0,,,,0,,,,10703,3820.971,,28285,0,,,
2020-05-19,2187968,831998,3077677,221320,126401,299908,459473.28,568871.68,678270.08,109398.4,185977.28,262556.16,9024.4,-450448.88,-559847.28,-669245.68,1085,-108313.4,-184892.28,-261471.16,29756.3648,85549.5488,130184.096,2325,-27431.3648,-83224.5488,-127859.096,0,,,,0,,,,10703,3820.971,,27715,0,,,
2020-05-20,2141834,788596,3031038,228360,128551,310832,449785.14,556876.84,663968.54,107091.7,182055.89,257020.08,9024.4,-440760.74,-547852.44,-654944.14,1085,-106006.7,-180970.89,-255935.08,29128.9424,83745.7094,127439.123,2325,-26803.9424,-81420.7094,-125114.123,0,,,,0,,,,10703,3820.971,,27130,0,,,
2020-05-21,2094798,747786,2983787,235249,130583,321991,439907.58,544647.48,649387.38,104739.9,178057.83,251375.76,9024.4,-430883.18,-535623.08,-640362.98,1085,-103654.9,-176972.83,-250290.76,28489.2528,81906.6018,124640.481,2325,-26164.2528,-79581.6018,-122315.481,0,,,,0,,,,10703,3820.971,,26535,0,,,
2020-05-22,2047086,708156,2941503,241983,132500,332249,429888.06,532242.36,634596.66,102354.3,174002.31,245650.32,9024.4,-420863.66,-523217.96,-625572.26,1085,-101269.3,-172917.31,-244565.32,27840.3696,80041.0626,121801.617,2325,-25515.3696,-77716.0626,-119476.617,0,,,,0,,,,10703,3820.971,,25930,0,,,
2020-05-23,1998901,667754,2892456,248560,134422,342813,419769.21,519714.26,619659.31,99945.05,169906.585,239868.12,9024.4,-410744.81,-510689.86,-610634.91,1085,-98860.05,-168821.585,-238783.12,27185.0536,78157.0291,118934.6095,2325,-24860.0536,-75832.0291,-116609.6095,0,,,,0,,,,10703,3820.971,,25320,0,,,
2020-05-24,1950428,631554,2840182,254980,136052,353187,409589.88,507111.28,604632.68,97521.4,165786.38,234051.36,9024.4,-400565.48,-498086.88,-595608.28,1085,-96436.4,-164701.38,-232966.36,26525.8208,76261.7348,116050.466,2325,-24200.8208,-73936.7348,-113725.466,0,,,,0,,,,10703,3820.971,,24706,0,,,
2020-05-25,1901831,597044,2784451,261242,137711,363059,399384.51,494476.06,589567.61,95091.55,161655.635,228219.72,9024.4,-390360.11,-485451.66,-580543.21,1085,-94006.55,-160570.635,-227134.72,25864.9016,74361.5921,113158.9445,2325,-23539.9016,-72036.5921,-110833.9445,0,,,,0,,,,10703,3820.971,,24090,0,,,
2020-05-26,1853254,564111,2729914,267345,139314,372206,389183.34,481846.04,574508.74,92662.7,157526.59,222390.48,9024.4,-380158.94,-472821.64,-565484.34,1085,-91577.7,-156441.59,-221305.48,25204.2544,72462.2314,110268.613,2325,-22879.2544,-70137.2314,-107943.613,0,,,,0,,,,10703,3820.971,,23475,0,,,
2020-05-27,1804830,532723,2676880,273290,140825,381314,379014.3,469255.8,559497.3,90241.5,153410.55,216579.6,9024.4,-369989.9,-460231.4,-550472.9,1085,-89156.5,-152325.55,-215494.6,24545.688,70568.853,107387.385,2325,-22220.688,-68243.853,-105062.385,0,,,,0,,,,10703,3820.971,,22862,0,,,
2020-05-28,1756674,502842,2623294,279078,142247,391022,368901.54,456735.24,544568.94,87833.7,149317.29,210800.88,9024.4,-359877.14,-447710.84,-535544.54,1085,-86748.7,-148232.29,-209715.88,23890.7664,68685.9534,104522.103,2325,-21565.7664,-66360.9534,-102197.103,0,,,,0,,,,10703,3820.971,,22252,0,,,
2020-05-29,1708890,474992,2569319,284709,143562,400308,358866.9,444311.4,529755.9,85444.5,145255.65,205066.8,9024.4,-349842.5,-435287,-520731.5,1085,-84359.5,-144170.65,-203981.8,23240.904,66817.599,101678.955,2325,-20915.904,-64492.599,-99353.955,0,,,,0,,,,10703,3820.971,,21646,0,,,
2020-05-30,1661567,448263,2515102,290185,144789,409278,348929.07,432007.42,515085.77,83078.35,141233.195,199388.04,9024.4,-339904.67,-422983.02,-506061.37,1085,-81993.35,-140148.195,-198303.04,22597.3112,64967.2697,98863.2365,2325,-20272.3112,-62642.2697,-96538.2365,0,,,,0,,,,10703,3820.971,,21047,0,,,
2020-05-31,1614786,421427,2460779,295507,146009,418247,339105.06,419844.36,500583.66,80739.3,137256.81,193774.32,9024.4,-330080.66,-410819.96,-491559.26,1085,-79654.3,-136171.81,-192689.32,21961.0896,63138.1326,96079.767,2325,-19636.0896,-60813.1326,-93754.767,0,,,,0,,,,10703,3820.971,,20454,0,,,
2020-06-01,1568616,395572,2406471,300679,147133,426945,329409.36,407840.16,486270.96,78430.8,133332.36,188233.92,9024.4,-320384.96,-398815.76,-477246.56,1085,-77345.8,-132247.36,-187148.92,21333.1776,61332.8856,93332.652,2325,-19008.1776,-59007.8856,-91007.652,0,,,,0,,,,10703,3820.971,,19870,0,,,
2020-06-02,1523117,371152,2352289,305700,148177,435044,319854.57,396010.42,472166.27,76155.85,129464.945,182774.04,9024.4,-310830.17,-386986.02,-463141.87,1085,-75070.85,-128379.945,-181689.04,20714.3912,59553.8747,90625.4615,2325,-18389.3912,-57228.8747,-88300.4615,0,,,,0,,,,10703,3820.971,,19293,0,,,
2020-06-03,1478342,348113,2298332,310575,149180,443339,310451.82,384368.92,458286.02,73917.1,125659.07,177401.04,9024.4,-301427.42,-375344.52,-449261.62,1085,-72832.1,-124574.07,-176316.04,20105.4512,57803.1722,87961.349,2325,-17780.4512,-55478.1722,-85636.349,0,,,,0,,,,10703,3820.971,,18726,0,,,
2020-06-04,1434335,326413,2244691,315304,150159,451412,301210.35,372927.1,444643.85,71716.75,121918.475,172120.2,9024.4,-292185.95,-363902.7,-435619.45,1085,-70631.75,-120833.475,-171035.2,19506.956,56082.4985,85342.9325,2325,-17181.956,-53757.4985,-83017.9325,0,,,,0,,,,10703,3820.971,,18169,0,,,
2020-06-05,1391133,306595,2191447,319892,151081,459063,292137.93,361694.58,431251.23,69556.65,118246.305,166935.96,9024.4,-283113.53,-352670.18,-422226.83,1085,-68471.65,-117161.305,-165850.96,18919.4088,54393.3003,82772.4135,2325,-16594.4088,-52068.3003,-80447.4135,0,,,,0,,,,10703,3820.971,,17622,0,,,
2020-06-06,1348769,286932,2139081,324340,151875,466602,283241.49,350679.94,418118.39,67438.45,114645.365,161852.28,9024.4,-274217.09,-341655.54,-409093.99,1085,-66353.45,-113560.365,-160767.28,18343.2584,52736.8679,80251.7555,2325,-16018.2584,-50411.8679,-77926.7555,0,,,,0,,,,10703,3820.971,,17085,0,,,
2020-06-07,1307268,269632,2088470,328652,152593,473665,274526.28,339889.68,405253.08,65363.4,111117.78,156872.16,9024.4,-265501.88,-330865.28,-396228.68,1085,-64278.4,-110032.78,-155787.16,17778.8448,51114.1788,77782.446,2325,-15453.8448,-48789.1788,-75457.446,0,,,,0,,,,10703,3820.971,,16559,0,,,
2020-06-08,1266649,252786,2038382,332829,153267,480823,265996.29,329328.74,392661.19,63332.45,107665.165,151997.88,9024.4,-256971.89,-320304.34,-383636.79,1085,-62247.45,-106580.165,-150912.88,17226.4264,49525.9759,75365.6155,2325,-14901.4264,-47200.9759,-73040.6155,0,,,,0,,,,10703,3820.971,,16045,0,,,
2020-06-09,1226931,236389,1988848,336876,153898,487790,257655.51,319002.06,380348.61,61346.55,104289.135,147231.72,9024.4,-248631.11,-309977.66,-371324.21,1085,-60261.55,-103204.135,-146146.72,16686.2616,47973.0021,73002.3945,2325,-14361.2616,-45648.0021,-70677.3945,0,,,,0,,,,10703,3820.971,,15542,0,,,
2020-06-10,1188123,220994,1939933,340795,154498,494568,249505.83,308911.98,368318.13,59406.15,100990.455,142574.76,9024.4,-240481.43,-299887.58,-359293.73,1085,-58321.15,-99905.455,-141489.76,16158.4728,46455.6093,70693.3185,2325,-13833.4728,-44130.6093,-68368.3185,0,,,,0,,,,10703,3820.971,,15050,0,,,
2020-06-11,1150235,206549,1891679,344589,155081,501160,241549.35,299061.1,356572.85,57511.75,97769.975,138028.2,9024.4,-232524.95,-290036.7,-347548.45,1085,-56426.75,-96684.975,-136943.2,15643.196,44974.1885,68438.9825,2325,-13318.196,-42649.1885,-66113.9825,0,,,,0,,,,10703,3820.971,,14570,0,,,
2020-06-12,1113271,193623,1844117,348261,155627,507570,233786.91,289450.46,345114.01,55663.55,94628.035,133592.52,9024.4,-224762.51,-280426.06,-336089.61,1085,-54578.55,-93543.035,-132507.52,15140.4856,43528.8961,66239.6245,2325,-12815.4856,-41203.8961,-63914.6245,0,,,,0,,,,10703,3820.971,,14102,0,,,
2020-06-13,1077233,181798,1797280,351814,156138,513798,226218.93,280080.58,333942.23,53861.65,91564.805,129267.96,9024.4,-217194.53,-271056.18,-324917.83,1085,-52776.65,-90479.805,-128182.96,14650.3688,42119.8103,64095.3635,2325,-12325.3688,-39794.8103,-61770.3635,0,,,,0,,,,10703,3820.971,,13645,0,,,
2020-06-14,1042119,170677,1751191,355252,156617,519850,218844.99,270950.94,323056.89,52105.95,88580.115,125054.28,9024.4,-209820.59,-261926.54,-314032.49,1085,-51020.95,-87495.115,-123969.28,14172.8184,40746.8529,62006.0805,2325,-11847.8184,-38421.8529,-59681.0805,0,,,,0,,,,10703,3820.971,,13201,0,,,
2020-06-15,1007927,160213,1705872,358576,157065,525729,211664.67,262061.02,312457.37,50396.35,85673.795,120951.24,9024.4,-202640.27,-253036.62,-303432.97,1085,-49311.35,-84588.795,-119866.24,13707.8072,39409.9457,59971.6565,2325,-11382.8072,-37084.9457,-57646.6565,0,,,,0,,,,10703,3820.971,,12768,0,,,
2020-06-16,974650,150255,1660023,361791,157484,531438,204676.5,253409,302141.5,48732.5,82845.25,116958,9024.4,-195652.1,-244384.6,-293117.1,1085,-47647.5,-81760.25,-115873,13255.24,38108.815,57991.675,2325,-10930.24,-35783.815,-55666.675,0,,,,0,,,,10703,3820.971,,12346,0,,,
2020-06-17,942282,140793,1614973,364899,157876,536980,197879.22,244993.32,292107.42,47114.1,80093.97,113073.84,9024.4,-188854.82,-235968.92,-283083.02,1085,-46029.1,-79008.97,-111988.84,12815.0352,36843.2262,56065.779,2325,-10490.0352,-34518.2262,-53740.779,0,,,,0,,,,10703,3820.971,,11936,0,,,
2020-06-18,910814,132198,1570821,367902,158243,542357,191270.94,236811.64,282352.34,45540.7,77419.19,109297.68,9024.4,-182246.54,-227787.24,-273327.94,1085,-44455.7,-76334.19,-108212.68,12387.0704,35612.8274,54193.433,2325,-10062.0704,-33287.8274,-51868.433,0,,,,0,,,,10703,3820.971,,11537,0,,,
2020-06-19,880233,124069,1528031,370805,158586,547568,184848.93,228860.58,272872.23,44011.65,74819.805,105627.96,9024.4,-175824.53,-219836.18,-263847.83,1085,-42926.65,-73734.805,-104542.96,11971.1688,34417.1103,52373.8635,2325,-9646.1688,-32092.1103,-50048.8635,0,,,,0,,,,10703,3820.971,,11150,0,,,
